Date,Branch,Region,Product_Category,Product_Name,Size,Colour,Quantity_Sold,Unit_Price_GHS,Total_Sales_GHS,Quantity_In_Stock,Stock_Movement,Payment_Method,Customer_Type
2024-10-11,Takoradi,Western,Children's Shoes,Kids Sneaker,42,White,1,118.9,118.9,24,Sale,Credit,Retail
2024-10-11,Cape Coast,Central,Men's Shoes,Classic Oxford,38,Grey,0,411.44,0.0,39,Return,Credit,Retail
2024-10-11,Kumasi,Ashanti,Women's Shoes,Ankle Boot,38,White,0,175.96,0.0,46,Return,Mobile Money,Retail
2024-10-12,Cape Coast,Central,Men's Shoes,Classic Oxford,42,Red,1,389.51,389.51,73,Sale,Card,Wholesale
2024-10-13,Tarkwa,Western,Sports Shoes,Football Boot,40,Red,0,384.83,0.0,17,Return,Cash,Wholesale
2024-10-14,Tema,Greater Accra,Sports Shoes,Training Shoe,37,Brown,1,424.4,424.4,58,Sale,Mobile Money,Retail
2024-10-14,Takoradi,Western,Children's Shoes,Canvas Shoe,43,Navy,1,81.36,81.36,67,Sale,Mobile Money,Wholesale
2024-10-14,Cape Coast,Central,Men's Shoes,Leather Boot,45,Red,3,386.31,1158.93,50,Sale,Card,Retail
2024-10-15,Tema,Greater Accra,Women's Shoes,Ballet Flat,40,Brown,0,264.53,0.0,81,Restock,Cash,Retail
2024-10-15,Tarkwa,Western,Children's Shoes,School Shoe,40,White,3,158.77,476.31,18,Sale,Cash,Retail
2024-10-15,Tema,Greater Accra,Children's Shoes,Canvas Shoe,37,Grey,6,114.51,687.06,26,Sale,Card,Retail
2024-10-15,Tarkwa,Western,Children's Shoes,Kids Sneaker,41,Grey,1,83.41,83.41,23,Sale,Cash,Retail
2024-10-15,Takoradi,Western,Sports Shoes,Running Shoe,37,White,1,213.12,213.12,44,Sale,Cash,Retail
2024-10-15,Tarkwa,Western,Women's Shoes,Ballet Flat,40,Red,2,201.35,402.7,70,Sale,Cash,Retail
2024-10-17,Tema,Greater Accra,Men's Shoes,Classic Oxford,36,Navy,7,437.22,3060.54,56,Sale,Cash,Retail
2024-10-18,Accra Central,Greater Accra,Sandals,Men's Sandal,43,Navy,7,120.16,841.12,73,Sale,Credit,Retail
2024-10-18,Tarkwa,Western,Men's Shoes,Leather Boot,38,Red,0,274.87,0.0,74,Return,Credit,Retail
2024-10-19,Cape Coast,Central,Sandals,Ladies Slipper,39,Red,7,109.18,764.26,12,Sale,Cash,Retail
2024-10-20,Tema,Greater Accra,Sports Shoes,Football Boot,42,Brown,0,343.05,0.0,47,Return,Mobile Money,Retail
2024-10-21,Cape Coast,Central,Men's Shoes,Classic Oxford,43,Brown,1,402.65,402.65,5,Sale,Cash,Wholesale
2024-10-22,Tema,Greater Accra,Children's Shoes,Kids Sneaker,43,Brown,0,201.53,0.0,71,Restock,Credit,Wholesale
2024-10-22,Accra Central,Greater Accra,Sandals,Ladies Slipper,42,White,0,94.15,0.0,81,Return,Credit,Retail
2024-10-22,Takoradi,Western,Sports Shoes,Football Boot,45,Tan,5,365.34,1826.7,74,Sale,Credit,Wholesale
2024-10-22,Tema,Greater Accra,Men's Shoes,Leather Boot,38,Tan,6,387.42,2324.52,72,Sale,Card,Retail
2024-10-22,Accra Central,Greater Accra,Sports Shoes,Football Boot,42,Navy,4,495.12,1980.48,65,Sale,Mobile Money,Retail
2024-10-22,Cape Coast,Central,Children's Shoes,School Shoe,39,Black,5,174.05,870.25,26,Sale,Cash,Wholesale
2024-10-23,Accra Central,Greater Accra,Children's Shoes,Canvas Shoe,37,Grey,3,107.55,322.65,52,Sale,Card,Retail
2024-10-24,Tarkwa,Western,Men's Shoes,Sports Sneaker,41,Navy,0,182.68,0.0,29,Adjustment,Credit,Retail
2024-10-26,Takoradi,Western,Sports Shoes,Running Shoe,38,White,2,442.32,884.64,28,Sale,Credit,Retail
2024-10-27,Takoradi,Western,Children's Shoes,Canvas Shoe,44,Grey,7,115.99,811.93,23,Sale,Mobile Money,Retail
2024-10-28,Accra Central,Greater Accra,Men's Shoes,Classic Oxford,37,Brown,6,318.61,1911.66,83,Sale,Cash,Retail
2024-10-28,Kumasi,Ashanti,Women's Shoes,Heeled Pump,39,Black,3,296.44,889.32,76,Sale,Card,Retail
2024-10-28,Tema,Greater Accra,Sandals,Men's Sandal,45,Tan,0,126.78,0.0,55,Return,Mobile Money,Wholesale
2024-10-28,Takoradi,Western,Sports Shoes,Training Shoe,45,Brown,5,214.39,1071.95,82,Sale,Cash,Retail
2024-10-29,Kumasi,Ashanti,Children's Shoes,Kids Sneaker,42,Black,5,104.47,522.35,71,Sale,Mobile Money,Retail
2024-10-29,Tema,Greater Accra,Women's Shoes,Ankle Boot,44,Red,3,349.63,1048.89,33,Sale,Mobile Money,Retail
2024-10-30,Cape Coast,Central,Women's Shoes,Ballet Flat,44,Red,4,330.59,1322.36,54,Sale,Credit,Retail
2024-10-31,Tema,Greater Accra,Sandals,Children's Sandal,44,Navy,0,69.04,0.0,38,Restock,Card,Wholesale
2024-10-31,Tema,Greater Accra,Men's Shoes,Sports Sneaker,45,Brown,7,436.1,3052.7,50,Sale,Card,Retail
2024-10-31,Tema,Greater Accra,Sandals,Children's Sandal,44,Grey,4,142.06,568.24,47,Sale,Mobile Money,Retail
2024-11-01,Kumasi,Ashanti,Children's Shoes,School Shoe,37,Red,6,160.61,963.66,50,Sale,Credit,Retail
2024-11-01,Tema,Greater Accra,Women's Shoes,Ballet Flat,40,Grey,5,282.99,1414.95,26,Sale,Credit,Retail
2024-11-03,Takoradi,Western,Sandals,Ladies Slipper,39,Navy,0,95.63,0.0,43,Adjustment,Credit,Retail
2024-11-04,Tarkwa,Western,Women's Shoes,Ankle Boot,38,Red,3,230.48,691.44,29,Sale,Card,Wholesale
2024-11-04,Accra Central,Greater Accra,Sandals,Men's Sandal,41,Black,0,79.3,0.0,6,Restock,Card,Wholesale
2024-11-05,Accra Central,Greater Accra,Women's Shoes,Flat Sandal,44,Brown,0,205.79,0.0,82,Adjustment,Credit,Retail
2024-11-05,Kumasi,Ashanti,Women's Shoes,Heeled Pump,41,Tan,7,313.99,2197.93,34,Sale,Mobile Money,Wholesale
2024-11-06,Tema,Greater Accra,Women's Shoes,Ballet Flat,41,Tan,0,295.77,0.0,34,Return,Card,Wholesale
2024-11-07,Accra Central,Greater Accra,Men's Shoes,Classic Oxford,45,White,6,262.54,1575.24,74,Sale,Mobile Money,Wholesale
2024-11-07,Kumasi,Ashanti,Men's Shoes,Casual Loafer,36,Grey,6,365.73,2194.38,30,Sale,Card,Retail
2024-11-08,Kumasi,Ashanti,Sports Shoes,Training Shoe,38,Red,0,226.33,0.0,9,Adjustment,Credit,Retail
2024-11-08,Cape Coast,Central,Men's Shoes,Sports Sneaker,45,Black,0,444.88,0.0,12,Restock,Credit,Retail
2024-11-09,Kumasi,Ashanti,Sandals,Ladies Slipper,41,Brown,0,138.39,0.0,60,Adjustment,Card,Retail
2024-11-09,Kumasi,Ashanti,Sandals,Men's Sandal,40,Tan,7,178.62,1250.34,45,Sale,Cash,Wholesale
2024-11-10,Tarkwa,Western,Sandals,Children's Sandal,40,Navy,4,127.91,511.64,15,Sale,Cash,Retail
2024-11-11,Takoradi,Western,Children's Shoes,Kids Sneaker,41,Red,4,118.29,473.16,42,Sale,Card,Retail
2024-11-11,Accra Central,Greater Accra,Men's Shoes,Leather Boot,40,Grey,0,335.84,0.0,70,Adjustment,Mobile Money,Retail
2024-11-13,Tema,Greater Accra,Sports Shoes,Running Shoe,43,Black,2,384.23,768.46,20,Sale,Card,Retail
2024-11-13,Takoradi,Western,Sandals,Men's Sandal,39,Grey,0,116.49,0.0,28,Restock,Mobile Money,Wholesale
2024-11-13,Accra Central,Greater Accra,Men's Shoes,Leather Boot,44,Tan,0,376.8,0.0,55,Restock,Cash,Retail
2024-11-13,Tarkwa,Western,Children's Shoes,School Shoe,42,Red,6,83.46,500.76,51,Sale,Cash,Retail
2024-11-13,Accra Central,Greater Accra,Sports Shoes,Football Boot,39,Red,4,353.71,1414.84,8,Sale,Cash,Wholesale
2024-11-14,Kumasi,Ashanti,Women's Shoes,Ankle Boot,44,Red,7,264.25,1849.75,56,Sale,Card,Retail
2024-11-14,Tema,Greater Accra,Children's Shoes,Canvas Shoe,40,Tan,4,85.91,343.64,84,Sale,Mobile Money,Retail
2024-11-15,Tarkwa,Western,Men's Shoes,Classic Oxford,36,Grey,0,414.49,0.0,59,Restock,Card,Retail
2024-11-15,Kumasi,Ashanti,Sandals,Children's Sandal,41,Black,6,92.89,557.34,13,Sale,Cash,Retail
2024-11-15,Tarkwa,Western,Men's Shoes,Sports Sneaker,43,Red,0,445.42,0.0,17,Restock,Card,Retail
2024-11-16,Accra Central,Greater Accra,Children's Shoes,Kids Sneaker,41,Red,5,148.51,742.55,79,Sale,Cash,Retail
2024-11-16,Takoradi,Western,Sandals,Children's Sandal,40,Navy,6,176.77,1060.62,44,Sale,Credit,Retail
2024-11-17,Kumasi,Ashanti,Women's Shoes,Flat Sandal,45,White,4,270.0,1080.0,27,Sale,Card,Retail
2024-11-18,Tarkwa,Western,Men's Shoes,Leather Boot,38,Tan,5,382.02,1910.1,5,Sale,Credit,Retail
2024-11-18,Tema,Greater Accra,Sports Shoes,Football Boot,40,Navy,2,211.69,423.38,52,Sale,Credit,Retail
2024-11-18,Accra Central,Greater Accra,Children's Shoes,Canvas Shoe,37,White,3,127.53,382.59,15,Sale,Card,Wholesale
2024-11-19,Takoradi,Western,Women's Shoes,Heeled Pump,44,Red,4,233.14,932.56,13,Sale,Cash,Retail
2024-11-19,Cape Coast,Central,Women's Shoes,Ballet Flat,43,White,7,193.79,1356.53,42,Sale,Cash,Wholesale
2024-11-19,Cape Coast,Central,Sports Shoes,Football Boot,45,Black,7,266.34,1864.38,81,Sale,Cash,Wholesale
2024-11-20,Takoradi,Western,Sports Shoes,Training Shoe,41,Black,3,454.83,1364.49,31,Sale,Mobile Money,Retail
2024-11-21,Takoradi,Western,Sandals,Ladies Slipper,36,Navy,5,109.15,545.75,72,Sale,Card,Retail
2024-11-21,Tarkwa,Western,Women's Shoes,Flat Sandal,39,Tan,2,166.51,333.02,18,Sale,Mobile Money,Wholesale
2024-11-22,Takoradi,Western,Sports Shoes,Football Boot,41,Grey,0,234.9,0.0,26,Adjustment,Cash,Retail
2024-11-22,Tema,Greater Accra,Women's Shoes,Ballet Flat,43,Brown,0,320.56,0.0,22,Return,Credit,Retail
2024-11-23,Tema,Greater Accra,Women's Shoes,Ballet Flat,36,Red,4,207.87,831.48,26,Sale,Card,Retail
2024-11-23,Tarkwa,Western,Sandals,Ladies Slipper,40,Black,4,64.86,259.44,84,Sale,Credit,Retail
2024-11-24,Kumasi,Ashanti,Women's Shoes,Heeled Pump,45,Tan,7,312.38,2186.66,32,Sale,Credit,Retail
2024-11-24,Cape Coast,Central,Sandals,Ladies Slipper,45,Red,4,69.78,279.12,18,Sale,Mobile Money,Retail
2024-11-25,Accra Central,Greater Accra,Sandals,Men's Sandal,36,Tan,4,69.56,278.24,37,Sale,Credit,Retail
2024-11-25,Cape Coast,Central,Women's Shoes,Flat Sandal,38,Tan,0,176.14,0.0,67,Restock,Cash,Wholesale
2024-11-25,Accra Central,Greater Accra,Children's Shoes,Canvas Shoe,37,Red,3,176.37,529.11,21,Sale,Mobile Money,Retail
2024-11-25,Tema,Greater Accra,Women's Shoes,Heeled Pump,44,Brown,5,341.11,1705.55,40,Sale,Mobile Money,Retail
2024-11-25,Cape Coast,Central,Sandals,Children's Sandal,44,Grey,6,61.84,371.04,46,Sale,Mobile Money,Wholesale
2024-11-26,Cape Coast,Central,Sandals,Men's Sandal,40,Brown,4,158.31,633.24,34,Sale,Cash,Retail
2024-11-26,Kumasi,Ashanti,Children's Shoes,Kids Sneaker,42,Brown,0,102.25,0.0,33,Return,Card,Retail
2024-11-27,Takoradi,Western,Women's Shoes,Flat Sandal,41,Red,6,315.99,1895.94,26,Sale,Cash,Retail
2024-11-29,Tarkwa,Western,Sports Shoes,Football Boot,39,White,2,400.88,801.76,59,Sale,Card,Retail
2024-11-30,Tema,Greater Accra,Sandals,Children's Sandal,41,Navy,2,142.13,284.26,36,Sale,Cash,Retail
2024-11-30,Kumasi,Ashanti,Men's Shoes,Casual Loafer,39,Tan,7,409.01,2863.07,60,Sale,Card,Retail
2024-11-30,Kumasi,Ashanti,Men's Shoes,Sports Sneaker,43,Red,0,223.58,0.0,77,Adjustment,Credit,Retail
2024-12-01,Tema,Greater Accra,Sandals,Men's Sandal,39,Grey,5,62.96,314.8,14,Sale,Cash,Retail
2024-12-02,Cape Coast,Central,Sports Shoes,Running Shoe,39,Red,7,207.75,1454.25,75,Sale,Mobile Money,Wholesale
2024-12-03,Tema,Greater Accra,Children's Shoes,Kids Sneaker,37,White,0,128.45,0.0,14,Restock,Cash,Retail
2024-12-03,Accra Central,Greater Accra,Children's Shoes,Kids Sneaker,43,Tan,5,110.2,551.0,49,Sale,Cash,Retail
2024-12-03,Takoradi,Western,Women's Shoes,Ballet Flat,37,Red,1,269.05,269.05,15,Sale,Mobile Money,Retail
2024-12-04,Tema,Greater Accra,Women's Shoes,Heeled Pump,44,Black,3,361.06,1083.18,62,Sale,Mobile Money,Wholesale
2024-12-04,Accra Central,Greater Accra,Sports Shoes,Football Boot,36,Navy,4,216.17,864.68,17,Sale,Card,Retail
2024-12-05,Tarkwa,Western,Sports Shoes,Football Boot,44,Navy,6,475.46,2852.76,64,Sale,Card,Wholesale
2024-12-05,Accra Central,Greater Accra,Men's Shoes,Leather Boot,41,Brown,6,338.51,2031.06,82,Sale,Mobile Money,Retail
2024-12-05,Takoradi,Western,Men's Shoes,Leather Boot,44,Red,1,354.68,354.68,73,Sale,Credit,Wholesale
2024-12-06,Cape Coast,Central,Sports Shoes,Running Shoe,41,Red,6,308.32,1849.92,20,Sale,Mobile Money,Retail
2024-12-07,Tarkwa,Western,Children's Shoes,Kids Sneaker,45,Brown,2,132.95,265.9,75,Sale,Cash,Retail
2024-12-07,Tarkwa,Western,Sandals,Men's Sandal,45,Brown,4,66.42,265.68,81,Sale,Credit,Retail
2024-12-07,Accra Central,Greater Accra,Women's Shoes,Heeled Pump,41,Tan,5,203.42,1017.1,57,Sale,Credit,Retail
2024-12-07,Tarkwa,Western,Sports Shoes,Training Shoe,43,Grey,1,497.46,497.46,10,Sale,Credit,Wholesale
2024-12-07,Takoradi,Western,Sandals,Men's Sandal,43,White,2,144.59,289.18,26,Sale,Cash,Retail
2024-12-09,Takoradi,Western,Men's Shoes,Casual Loafer,36,Grey,2,267.81,535.62,47,Sale,Mobile Money,Retail
2024-12-09,Accra Central,Greater Accra,Sports Shoes,Training Shoe,37,Tan,6,492.41,2954.46,36,Sale,Cash,Wholesale
2024-12-09,Cape Coast,Central,Women's Shoes,Ballet Flat,38,Black,5,291.24,1456.2,42,Sale,Mobile Money,Wholesale
2024-12-09,Takoradi,Western,Men's Shoes,Casual Loafer,42,Red,3,425.4,1276.2,75,Sale,Card,Retail
2024-12-11,Kumasi,Ashanti,Sports Shoes,Running Shoe,42,Navy,0,454.12,0.0,36,Return,Cash,Retail
2024-12-11,Takoradi,Western,Children's Shoes,Kids Sneaker,40,Black,4,200.84,803.36,66,Sale,Credit,Retail
2024-12-11,Accra Central,Greater Accra,Sports Shoes,Football Boot,36,Navy,7,382.95,2680.65,25,Sale,Cash,Retail
2024-12-11,Accra Central,Greater Accra,Children's Shoes,Kids Sneaker,39,Navy,3,207.01,621.03,17,Sale,Mobile Money,Retail
2024-12-11,Tarkwa,Western,Women's Shoes,Flat Sandal,36,Brown,7,173.45,1214.15,60,Sale,Credit,Retail
2024-12-11,Cape Coast,Central,Sandals,Children's Sandal,43,Red,2,67.21,134.42,16,Sale,Card,Wholesale
2024-12-11,Cape Coast,Central,Women's Shoes,Flat Sandal,43,White,4,218.64,874.56,61,Sale,Credit,Retail
2024-12-12,Cape Coast,Central,Sports Shoes,Football Boot,41,Grey,0,440.92,0.0,46,Restock,Card,Retail
2024-12-13,Takoradi,Western,Men's Shoes,Classic Oxford,37,Navy,2,301.25,602.5,22,Sale,Credit,Retail
2024-12-13,Tarkwa,Western,Men's Shoes,Classic Oxford,38,Black,2,214.09,428.18,70,Sale,Credit,Retail
2024-12-13,Cape Coast,Central,Children's Shoes,Canvas Shoe,42,Black,6,82.59,495.54,45,Sale,Card,Retail
2024-12-13,Cape Coast,Central,Women's Shoes,Ankle Boot,39,Brown,0,180.22,0.0,13,Restock,Mobile Money,Retail
2024-12-14,Kumasi,Ashanti,Men's Shoes,Sports Sneaker,36,Red,1,207.74,207.74,30,Sale,Mobile Money,Wholesale
2024-12-14,Tema,Greater Accra,Sports Shoes,Training Shoe,44,Tan,4,409.65,1638.6,14,Sale,Cash,Wholesale
2024-12-14,Tarkwa,Western,Children's Shoes,School Shoe,41,Brown,7,194.93,1364.51,40,Sale,Credit,Retail
2024-12-14,Accra Central,Greater Accra,Sports Shoes,Football Boot,38,Brown,7,321.37,2249.59,7,Sale,Mobile Money,Retail
2024-12-14,Accra Central,Greater Accra,Men's Shoes,Leather Boot,40,Red,6,251.08,1506.48,16,Sale,Mobile Money,Retail
2024-12-15,Kumasi,Ashanti,Sandals,Children's Sandal,36,Tan,0,141.42,0.0,32,Restock,Card,Retail
2024-12-15,Takoradi,Western,Children's Shoes,Kids Sneaker,36,Navy,2,181.68,363.36,15,Sale,Card,Retail
2024-12-15,Cape Coast,Central,Women's Shoes,Ankle Boot,44,Brown,1,359.66,359.66,69,Sale,Card,Retail
2024-12-15,Cape Coast,Central,Men's Shoes,Leather Boot,37,Tan,1,324.88,324.88,50,Sale,Cash,Retail
2024-12-19,Cape Coast,Central,Women's Shoes,Ankle Boot,40,Brown,1,258.3,258.3,67,Sale,Mobile Money,Wholesale
2024-12-21,Takoradi,Western,Children's Shoes,Kids Sneaker,36,Brown,7,89.68,627.76,45,Sale,Mobile Money,Wholesale
2024-12-21,Kumasi,Ashanti,Women's Shoes,Ballet Flat,42,Black,5,217.99,1089.95,62,Sale,Card,Retail
2024-12-22,Takoradi,Western,Sandals,Men's Sandal,39,Black,7,72.81,509.67,65,Sale,Card,Retail
2024-12-22,Tema,Greater Accra,Sandals,Children's Sandal,40,Tan,5,140.55,702.75,48,Sale,Mobile Money,Retail
2024-12-23,Kumasi,Ashanti,Men's Shoes,Leather Boot,39,Grey,1,195.04,195.04,73,Sale,Credit,Retail
2024-12-24,Kumasi,Ashanti,Sandals,Children's Sandal,40,Navy,5,100.17,500.85,39,Sale,Credit,Retail
2024-12-24,Tema,Greater Accra,Men's Shoes,Sports Sneaker,38,White,2,448.77,897.54,25,Sale,Credit,Retail
2024-12-24,Cape Coast,Central,Men's Shoes,Sports Sneaker,40,Black,5,418.06,2090.3,84,Sale,Card,Retail
2024-12-25,Tarkwa,Western,Women's Shoes,Flat Sandal,38,Brown,3,265.07,795.21,45,Sale,Mobile Money,Retail
2024-12-25,Cape Coast,Central,Women's Shoes,Ballet Flat,43,Grey,1,182.04,182.04,7,Sale,Card,Retail
2024-12-26,Accra Central,Greater Accra,Children's Shoes,Canvas Shoe,44,Red,3,170.0,510.0,20,Sale,Card,Retail
2024-12-26,Takoradi,Western,Sports Shoes,Training Shoe,40,Black,0,270.98,0.0,63,Restock,Credit,Retail
2024-12-28,Cape Coast,Central,Sports Shoes,Training Shoe,45,Red,4,452.54,1810.16,78,Sale,Credit,Wholesale
2024-12-28,Takoradi,Western,Children's Shoes,Canvas Shoe,41,White,3,92.67,278.01,19,Sale,Credit,Wholesale
2024-12-28,Accra Central,Greater Accra,Women's Shoes,Heeled Pump,45,Red,4,304.33,1217.32,14,Sale,Credit,Wholesale
2024-12-29,Accra Central,Greater Accra,Women's Shoes,Flat Sandal,40,Black,4,363.01,1452.04,64,Sale,Card,Retail
2024-12-29,Tema,Greater Accra,Women's Shoes,Flat Sandal,42,Black,0,192.63,0.0,46,Restock,Credit,Retail
2024-12-30,Cape Coast,Central,Children's Shoes,Canvas Shoe,39,Brown,5,125.6,628.0,8,Sale,Credit,Retail
2024-12-30,Accra Central,Greater Accra,Men's Shoes,Classic Oxford,44,Red,3,278.83,836.49,61,Sale,Mobile Money,Retail
2024-12-30,Accra Central,Greater Accra,Women's Shoes,Ankle Boot,45,White,1,297.84,297.84,36,Sale,Card,Wholesale
2024-12-30,Accra Central,Greater Accra,Children's Shoes,Canvas Shoe,37,Grey,3,104.37,313.11,30,Sale,Cash,Wholesale
2024-12-31,Kumasi,Ashanti,Sandals,Children's Sandal,36,Grey,3,107.27,321.81,12,Sale,Credit,Retail
2025-01-01,Accra Central,Greater Accra,Sports Shoes,Football Boot,38,Grey,5,241.44,1207.2,40,Sale,Credit,Retail
2025-01-01,Tema,Greater Accra,Sandals,Children's Sandal,42,Tan,4,149.63,598.52,47,Sale,Card,Retail
2025-01-03,Cape Coast,Central,Men's Shoes,Sports Sneaker,38,White,1,386.81,386.81,72,Sale,Mobile Money,Retail
2025-01-03,Takoradi,Western,Children's Shoes,School Shoe,37,Tan,2,106.75,213.5,32,Sale,Cash,Retail
2025-01-03,Tema,Greater Accra,Sports Shoes,Training Shoe,37,Red,2,404.93,809.86,80,Sale,Credit,Wholesale
2025-01-04,Accra Central,Greater Accra,Sandals,Ladies Slipper,39,Tan,1,67.42,67.42,20,Sale,Card,Retail
2025-01-05,Tema,Greater Accra,Women's Shoes,Heeled Pump,45,Tan,1,250.1,250.1,67,Sale,Card,Retail
2025-01-05,Tema,Greater Accra,Men's Shoes,Sports Sneaker,45,Red,0,296.23,0.0,26,Return,Mobile Money,Retail
2025-01-05,Tema,Greater Accra,Men's Shoes,Leather Boot,41,Brown,6,200.01,1200.06,25,Sale,Card,Wholesale
2025-01-06,Cape Coast,Central,Women's Shoes,Heeled Pump,41,Red,0,349.59,0.0,24,Restock,Credit,Wholesale
2025-01-07,Accra Central,Greater Accra,Women's Shoes,Ballet Flat,41,Red,0,321.54,0.0,68,Restock,Credit,Retail
2025-01-07,Tarkwa,Western,Sandals,Ladies Slipper,41,Black,5,175.06,875.3,22,Sale,Cash,Retail
2025-01-07,Tarkwa,Western,Children's Shoes,Kids Sneaker,43,White,7,157.96,1105.72,37,Sale,Card,Retail
2025-01-07,Kumasi,Ashanti,Children's Shoes,Canvas Shoe,36,Black,0,128.57,0.0,13,Restock,Credit,Retail
2025-01-08,Kumasi,Ashanti,Women's Shoes,Flat Sandal,43,Tan,5,233.36,1166.8,70,Sale,Cash,Retail
2025-01-08,Tarkwa,Western,Children's Shoes,School Shoe,39,White,2,83.45,166.9,79,Sale,Cash,Retail
2025-01-08,Tarkwa,Western,Children's Shoes,School Shoe,39,Black,6,152.32,913.92,53,Sale,Mobile Money,Wholesale
2025-01-08,Cape Coast,Central,Sandals,Children's Sandal,40,Brown,2,174.71,349.42,29,Sale,Credit,Retail
2025-01-09,Takoradi,Western,Sports Shoes,Training Shoe,44,Grey,4,256.94,1027.76,45,Sale,Cash,Retail
2025-01-10,Tarkwa,Western,Men's Shoes,Casual Loafer,36,Brown,6,398.61,2391.66,31,Sale,Mobile Money,Retail
2025-01-10,Tema,Greater Accra,Sandals,Men's Sandal,40,White,2,118.23,236.46,47,Sale,Cash,Retail
2025-01-10,Tema,Greater Accra,Sandals,Children's Sandal,42,White,4,137.94,551.76,80,Sale,Mobile Money,Wholesale
2025-01-11,Accra Central,Greater Accra,Sports Shoes,Training Shoe,41,Brown,4,228.06,912.24,62,Sale,Card,Retail
2025-01-11,Cape Coast,Central,Sports Shoes,Football Boot,44,White,0,388.47,0.0,23,Return,Mobile Money,Retail
2025-01-11,Takoradi,Western,Women's Shoes,Flat Sandal,38,Navy,5,333.24,1666.2,7,Sale,Card,Retail
2025-01-12,Takoradi,Western,Sports Shoes,Training Shoe,45,Tan,1,492.12,492.12,26,Sale,Mobile Money,Wholesale
2025-01-12,Tarkwa,Western,Children's Shoes,Kids Sneaker,36,Navy,3,148.37,445.11,46,Sale,Card,Retail
2025-01-13,Kumasi,Ashanti,Women's Shoes,Heeled Pump,45,White,0,370.6,0.0,82,Restock,Mobile Money,Retail
2025-01-13,Kumasi,Ashanti,Sandals,Ladies Slipper,44,Brown,6,173.17,1039.02,48,Sale,Mobile Money,Retail
2025-01-14,Kumasi,Ashanti,Children's Shoes,School Shoe,40,Red,4,125.18,500.72,58,Sale,Credit,Wholesale
2025-01-14,Accra Central,Greater Accra,Sandals,Men's Sandal,40,Black,5,158.84,794.2,6,Sale,Cash,Wholesale
2025-01-14,Accra Central,Greater Accra,Men's Shoes,Casual Loafer,44,Navy,0,251.7,0.0,54,Return,Credit,Retail
2025-01-14,Cape Coast,Central,Children's Shoes,Canvas Shoe,38,Grey,2,189.31,378.62,6,Sale,Mobile Money,Retail
2025-01-15,Takoradi,Western,Men's Shoes,Sports Sneaker,36,Black,3,336.12,1008.36,73,Sale,Mobile Money,Wholesale
2025-01-18,Accra Central,Greater Accra,Sports Shoes,Running Shoe,45,Navy,7,279.8,1958.6,56,Sale,Cash,Retail
2025-01-19,Tarkwa,Western,Women's Shoes,Flat Sandal,42,Tan,0,347.42,0.0,55,Restock,Card,Wholesale
2025-01-19,Tarkwa,Western,Sports Shoes,Training Shoe,45,Brown,2,398.12,796.24,80,Sale,Credit,Wholesale
2025-01-19,Tarkwa,Western,Children's Shoes,Canvas Shoe,45,White,3,83.27,249.81,19,Sale,Mobile Money,Wholesale
2025-01-20,Accra Central,Greater Accra,Sandals,Children's Sandal,39,Tan,0,74.47,0.0,42,Restock,Mobile Money,Retail
2025-01-20,Accra Central,Greater Accra,Sports Shoes,Training Shoe,41,Red,0,266.03,0.0,43,Return,Credit,Wholesale
2025-01-20,Tarkwa,Western,Women's Shoes,Heeled Pump,39,Red,3,342.54,1027.62,62,Sale,Credit,Retail
2025-01-20,Tema,Greater Accra,Sports Shoes,Running Shoe,45,White,6,486.84,2921.04,6,Sale,Cash,Wholesale
2025-01-20,Cape Coast,Central,Women's Shoes,Flat Sandal,42,Brown,2,374.82,749.64,50,Sale,Card,Retail
2025-01-20,Kumasi,Ashanti,Children's Shoes,Canvas Shoe,36,Tan,7,134.65,942.55,82,Sale,Credit,Wholesale
2025-01-21,Accra Central,Greater Accra,Men's Shoes,Casual Loafer,38,White,5,311.22,1556.1,83,Sale,Cash,Wholesale
2025-01-21,Takoradi,Western,Men's Shoes,Sports Sneaker,43,Tan,7,283.38,1983.66,68,Sale,Cash,Wholesale
2025-01-22,Takoradi,Western,Men's Shoes,Casual Loafer,38,Navy,7,220.42,1542.94,73,Sale,Card,Wholesale
2025-01-22,Kumasi,Ashanti,Women's Shoes,Flat Sandal,37,Brown,7,292.1,2044.7,80,Sale,Cash,Retail
2025-01-23,Kumasi,Ashanti,Women's Shoes,Heeled Pump,40,Black,7,191.78,1342.46,13,Sale,Mobile Money,Wholesale
2025-01-23,Tema,Greater Accra,Women's Shoes,Ballet Flat,43,Red,6,306.15,1836.9,72,Sale,Credit,Wholesale
2025-01-24,Tarkwa,Western,Sports Shoes,Football Boot,38,Grey,6,355.48,2132.88,75,Sale,Mobile Money,Retail
2025-01-24,Tema,Greater Accra,Sports Shoes,Running Shoe,44,Brown,7,282.36,1976.52,22,Sale,Mobile Money,Retail
2025-01-25,Tarkwa,Western,Sports Shoes,Training Shoe,44,Navy,0,249.32,0.0,25,Restock,Cash,Retail
2025-01-25,Takoradi,Western,Sandals,Ladies Slipper,45,Red,5,122.73,613.65,81,Sale,Credit,Wholesale
2025-01-25,Takoradi,Western,Men's Shoes,Sports Sneaker,43,Red,6,387.07,2322.42,82,Sale,Cash,Retail
2025-01-26,Tarkwa,Western,Women's Shoes,Ankle Boot,44,Grey,7,294.04,2058.28,13,Sale,Card,Retail
